Energia;Block;Latencia;Cobertura;Demands
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
470.0;0;0.0;1;1
728.1818181818181;0;5.561212944105002e-07;1;11
783.9130434782609;0;2.968560670020103e-06;1;23
820.8333333333334;0;2.5879362072935587e-06;1;36
986.0493827160494;0;8.125492869298145e-06;1;81
1183.7012987012988;0;1.5550869094253167e-05;1;154
1448.9626556016597;0;1.761068586688727e-05;1;241
1474.39446366782;0;2.3163346868793764e-05;1;289
1495.1070336391438;0;2.2871557825411224e-05;1;327
1509.5192307692307;0;2.376935400606878e-05;1;312
1508.944099378882;0;2.339117411235124e-05;1;322
1490.8041958041958;0;2.2779704999619562e-05;1;286
1486.1889250814331;0;2.303066921156245e-05;1;307
1451.2156862745098;0;2.3385041255195116e-05;1;255
1390.1357466063348;0;2.3810836022785282e-05;1;221
1195.3896103896104;0;2.3699442971370154e-05;1;154
994.1891891891892;0;2.352907667616741e-05;1;74
892.6530612244898;0;2.32659052474824e-05;1;49
804.5833333333334;0;2.311149034456515e-05;1;24
751.0;0;2.3038744073414487e-05;1;10
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
676.6666666666666;0;0.0;1;3
744.6153846153846;0;4.1709097080787515e-07;1;13
819.1428571428571;0;3.694817991541121e-06;1;35
967.6190476190476;0;7.975051799982327e-06;1;84
1233.6645962732919;0;1.3804053696431521e-05;1;161
1394.8;0;1.677686023517086e-05;1;225
1502.124183006536;0;1.8564176053229487e-05;1;306
1467.5342465753424;0;2.0558425529645343e-05;1;292
1531.4868804664723;0;2.0388342939564264e-05;1;343
1491.571906354515;0;2.0757623774949633e-05;1;299
1462.5255972696245;0;2.1829026283662208e-05;1;293
1514.2813455657492;0;2.2021700425144352e-05;1;327
1450.2877697841727;0;2.2792959157828985e-05;1;278
1415.8482142857142;0;2.254012552069395e-05;1;224
1156.5693430656934;0;2.2311547227275525e-05;1;137
972.5;0;2.1923808011431255e-05;1;80
836.2790697674419;0;2.1763713855992806e-05;1;43
804.6153846153846;0;2.158695841599732e-05;1;26
742.1428571428571;0;2.1504965609314712e-05;1;14
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
470.0;0;0.0;1;1
702.5;0;5.00381776533469e-07;1;4
793.8461538461538;0;8.654210708307537e-07;1;26
988.7912087912088;0;8.656384092272375e-06;1;91
1270.5464480874316;0;1.684627813002794e-05;1;183
1454.0996168582376;0;1.965689345507656e-05;1;261
1471.0963455149501;0;2.078326787674247e-05;1;301
1509.5541401273886;0;2.2139971211376566e-05;1;314
1473.8006230529595;0;2.1950273493237004e-05;1;321
1504.755700325733;0;2.1956415930790164e-05;1;307
1496.5094339622642;0;2.1402278382692657e-05;1;318
1471.156462585034;0;2.1507892048977203e-05;1;294
1457.940074906367;0;2.1950360561810218e-05;1;267
1404.1921397379913;0;2.198272768343321e-05;1;229
1218.9940828402366;0;2.2134481924020576e-05;1;169
1018.8541666666666;0;2.1921147414650408e-05;1;96
837.5510204081633;0;2.1594625554848207e-05;1;49
813.6666666666666;0;2.1399416467972623e-05;1;30
760.0;0;2.1327474664443375e-05;1;11
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
470.0;0;0.0;1;1
730.0;0;0.0;1;6
750.0;0;2.67482993197279e-06;1;8
896.7692307692307;0;1.9176205132179444e-06;1;65
1082.6190476190477;0;5.585864966218669e-06;1;126
1353.9195979899498;0;1.5242449827534827e-05;1;199
1442.934362934363;0;2.2889605542064534e-05;1;259
1476.655290102389;0;2.505142691534223e-05;1;293
1505.598705501618;0;2.4535076200232808e-05;1;309
1506.4776119402984;0;2.3953655981602794e-05;1;335
1512.1556886227545;0;2.2999882427146058e-05;1;334
1472.1;0;2.324436482286212e-05;1;300
1497.8637770897833;0;2.3734293378555184e-05;1;323
1466.111111111111;0;2.322987396467225e-05;1;270
1396.289592760181;0;2.2996144262340312e-05;1;221
1227.3214285714287;0;2.2628207336262746e-05;1;168
982.439024390244;0;2.23959671066779e-05;1;82
834.5238095238095;0;2.213501221577395e-05;1;42
801.6129032258065;0;2.196971473684726e-05;1;31
775.7142857142857;0;2.192504272039033e-05;1;14
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
625.0;0;0.0;1;2
470.0;0;0.0;1;1
745.5555555555555;0;0.0;1;9
805.0;0;3.766322442508192e-06;1;26
1004.8837209302326;0;5.870832276240049e-06;1;86
1286.5714285714287;0;1.3048274302183582e-05;1;175
1441.1061946902655;0;1.980232737477822e-05;1;226
1496.4874551971327;0;2.5443685864941335e-05;1;279
1490.0;0;2.682274593684544e-05;1;295
1490.3947368421052;0;2.589721330886453e-05;1;304
1515.994065281899;0;2.4777073951479834e-05;1;337
1474.9134948096885;0;2.5586562777063183e-05;1;289
1471.986301369863;0;2.5488968006358743e-05;1;292
1462.0664206642066;0;2.534933570869333e-05;1;271
1381.8099547511313;0;2.567194050488176e-05;1;221
1133.918918918919;0;2.5120962795845487e-05;1;148
959.3589743589744;0;2.45544409592158e-05;1;78
839.0909090909091;0;2.4223560838625725e-05;1;44
806.0;0;2.4035410488236046e-05;1;25
734.6153846153846;0;2.3935295032822056e-05;1;13
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
470.0;0;0.0;1;1
470.0;0;0.0;1;1
702.5;0;0.0;1;8
816.2068965517242;0;1.993392782184207e-06;1;29
986.9230769230769;0;7.629327989440957e-06;1;78
1196.158940397351;0;1.1854307618923629e-05;1;151
1441.842105263158;0;1.6452549528186462e-05;1;228
1475.8241758241759;0;1.8470966972998944e-05;1;273
1491.1764705882354;0;1.8203678363134357e-05;1;323
1489.1961414790997;0;1.8950691885433897e-05;1;311
1526.141975308642;0;1.99480562108433e-05;1;324
1515.9032258064517;0;2.062598266079423e-05;1;310
1502.920634920635;0;2.1070623252734923e-05;1;315
1457.689393939394;0;2.17868258908795e-05;1;264
1384.337899543379;0;2.1429204645202e-05;1;219
1285.5232558139535;0;2.1194570856871912e-05;1;172
980.989010989011;0;2.0852136796054755e-05;1;91
834.8979591836735;0;2.0693930402109932e-05;1;49
811.9230769230769;0;2.0547568492920434e-05;1;26
768.6666666666666;0;2.0450889218330163e-05;1;15
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
676.6666666666666;0;0.0;1;3
757.0;0;5.133427333020002e-07;1;10
811.3793103448276;0;5.244376755006229e-06;1;29
1022.3711340206186;0;1.2088602318774572e-05;1;97
1099.290780141844;0;1.0793517159187583e-05;1;141
1425.0420168067226;0;1.297686743070841e-05;1;238
1480.3272727272727;0;1.7271937646959893e-05;1;275
1461.593220338983;0;1.9831127298175687e-05;1;295
1504.774193548387;0;1.9675573213028605e-05;1;310
1490.6774193548388;0;2.1465963496498936e-05;1;310
1478.8333333333333;0;2.1735949101989574e-05;1;300
1498.915254237288;0;2.191159290266411e-05;1;295
1460.989010989011;0;2.2722263361246867e-05;1;273
1422.9279279279278;0;2.2676510533389328e-05;1;222
1136.7142857142858;0;2.223525830219968e-05;1;140
943.7313432835821;0;2.1927335820738746e-05;1;67
832.75;0;2.1874773637904367e-05;1;40
791.25;0;2.170584224674076e-05;1;24
760.9090909090909;0;2.162832138157383e-05;1;11
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
470.0;0;0.0;1;1
0.0;0;0.0;0;0
470.0;0;0.0;1;1
741.25;0;0.0;1;8
818.7878787878788;0;3.0126625694525854e-06;1;33
954.3478260869565;0;8.595671095934049e-06;1;69
1137.3684210526317;0;1.5692864863668463e-05;1;133
1412.3175965665237;0;1.856809502973806e-05;1;233
1475.0545454545454;0;2.1832323348644762e-05;1;275
1484.4745762711864;0;2.1100098836399122e-05;1;295
1510.5844155844156;0;2.1641957261375925e-05;1;308
1501.4195583596215;0;2.1369056729318364e-05;1;317
1485.1437699680512;0;2.144332175862431e-05;1;313
1491.0738255033557;0;2.1720950479258073e-05;1;298
1500.6920415224913;0;2.2165260066742988e-05;1;289
1410.8298755186722;0;2.2366805223164604e-05;1;241
1124.5070422535211;0;2.2411023380215762e-05;1;142
1018.1111111111111;0;2.197955362279257e-05;1;90
836.0869565217391;0;2.1701333212445816e-05;1;46
785.9090909090909;0;2.157923842671812e-05;1;22
722.0;0;2.1512298948890257e-05;1;10
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
470.0;0;0.0;1;1
470.0;0;0.0;1;1
470.0;0;0.0;1;2
727.2727272727273;0;0.0;1;11
821.2121212121212;0;4.373252998464745e-07;1;33
974.1891891891892;0;6.096617069450611e-06;1;74
1203.0872483221476;0;1.7235223980490195e-05;1;149
1418.6475409836066;0;2.129921775865134e-05;1;244
1420.3731343283582;0;2.3088114461630217e-05;1;268
1480.1954397394136;0;2.249258453133942e-05;1;307
1495.591054313099;0;2.409975844865761e-05;1;313
1509.2792792792793;0;2.3754538245863735e-05;1;333
1530.392749244713;0;2.3976458872759654e-05;1;331
1472.0070422535211;0;2.4104481661609728e-05;1;284
1450.89219330855;0;2.4300305663336616e-05;1;269
1397.6576576576576;0;2.3908763084081186e-05;1;222
1200.128205128205;0;2.3718471890524417e-05;1;156
1010.421052631579;0;2.3425294434364626e-05;1;95
839.7727272727273;0;2.3202878600498744e-05;1;44
811.0714285714286;0;2.304439657746907e-05;1;28
760.0;0;2.2965501410264994e-05;1;12
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
0.0;0;0.0;0;0
676.6666666666666;0;0.0;1;3
573.3333333333334;0;0.0;1;3
765.3846153846154;0;2.2433872559083785e-06;1;13
883.8181818181819;0;4.083957631051511e-06;1;55
1123.953488372093;0;7.777753719466972e-06;1;129
1324.4041450777202;0;1.5114018875738513e-05;1;193
1437.6779026217228;0;2.0530003626134954e-05;1;267
1510.0347222222222;0;2.086290539440768e-05;1;288
1467.638888888889;0;2.1845574424594637e-05;1;288
1520.9302325581396;0;2.165865473091095e-05;1;344
1499.073482428115;0;2.075431573762124e-05;1;313
1521.588785046729;0;2.0269882602935424e-05;1;321
1514.755700325733;0;2.141214130853015e-05;1;307
1451.2252964426877;0;2.1807218662845575e-05;1;253
1407.7350427350427;0;2.2412875092587147e-05;1;234
1121.2056737588653;0;2.207025440659655e-05;1;141
1022.3529411764706;0;2.199041554847961e-05;1;102
846.1224489795918;0;2.1806997618410754e-05;1;49
810.0;0;2.1637433175876655e-05;1;26
750.0;0;2.157263103998005e-05;1;10
